Site1,Site2,Site3,Site4,Site5,Site6,Site7
4885.047247754489,5044.770954925938,5123.092851180923,5842.31816255862,5158.274455590165,5789.944062663734,5748.642749889985
4842.866954526662,5011.934017226672,5135.024659214683,5890.3628229389615,5261.437587034978,5859.431653242073,5755.016062612057
4941.93644505601,5051.28163182267,5158.38239867568,5805.57619306951,5144.203113817769,5758.89675151254,5682.1916652440505
4758.993993409501,4957.619003076012,5131.474210052994,5830.519181287101,5218.018864132933,5801.1998758736945,5723.763956453887
4874.829076510467,5057.211380172973,5226.6967068666045,5839.233567279117,5230.852648561112,5809.196297689155,5686.6689157829705
4828.435979475027,5014.553387252969,5135.491541472942,5829.564805880274,5190.157571026566,5814.002178614304,5698.240127846294
4911.51665832192,5094.595276842947,5141.777556883231,5894.345077845301,5211.643509099349,5869.70039174904,5780.146797054345
4903.425652612121,5082.100480340509,5191.120949169126,5854.229046509916,5236.130565105875,5836.372155474325,5753.033650978331
5054.598596488945,5105.303417702043,5141.071503756741,5819.38387572319,5140.1335319619475,5812.790275751292,5671.785821671248
4859.093691060969,4992.430899270685,5035.355389984062,5799.026339621998,5211.906914043899,5801.024349127122,5749.67178577606
4981.456307536073,5161.760050424892,5329.018491877058,5907.264082153708,5339.374066485307,5825.137472999193,5715.72578528711
4869.524380026489,5015.323572810042,5113.1742871500555,5787.670810821807,5117.938933444036,5801.645441919178,5685.516931993057
4915.520330204583,5090.158912417815,5123.078460940582,5855.942295450816,5163.293144675301,5785.822344905738,5708.988318196727
4909.642764401105,5071.962133247517,5202.475061464199,5847.584843898826,5281.168884889664,5830.791892167806,5743.295506520565
4788.8334549487445,4942.384057621936,5086.194767972276,5810.767060602482,5171.90381827735,5728.574928868483,5674.878020774112
4915.520330204583,5090.158912417815,5123.078460940582,5855.942295450816,5163.293144675301,5785.822344905738,5708.988318196727
4809.182651884075,5002.345401293107,5015.646370774776,5776.414477141241,5022.32902269031,5718.269058323596,5633.96114197618
4905.437125674242,5058.3475995113695,5167.962088259818,5884.51820655324,5328.079572584971,5856.874774407075,5777.430172019847
4809.182651884075,5002.345401293107,5015.646370774776,5776.414477141241,5022.32902269031,5718.269058323596,5633.96114197618
4896.7483734187845,5041.502028968892,5260.511836217198,5906.784654915693,5235.885566434481,5881.079360985277,5740.322893105276
4941.93644505601,5051.28163182267,5158.38239867568,5805.57619306951,5144.203113817769,5758.89675151254,5682.1916652440505
4852.906648842711,5012.40314881359,5149.24593442614,5820.327481333202,5188.897858662099,5757.955564118928,5662.687222341597
4888.29883734473,5087.791317390655,5158.677708211294,5811.04123738781,5168.203713835685,5810.569387465487,5723.212296031947
4903.3528772254995,5079.601431719361,5209.389570748674,5857.8913477202395,5211.799922228749,5786.518530162695,5731.229839938666
4905.792665107704,5021.401314336566,5173.406753694133,5808.251773611959,5108.832212388476,5745.334582751164,5648.941932407937
4883.7459412067155,5034.319513880196,5133.249744737289,5804.049228455282,5021.276969249039,5747.378680716727,5659.2340076084
4958.839492093753,5117.049220713213,5255.075878739169,5894.456379512718,5245.117030737559,5815.717489013039,5717.541961639954
4885.047247754489,5044.770954925938,5123.092851180923,5842.31816255862,5158.274455590165,5789.944062663734,5748.642749889985
4903.129352418862,5085.866557898159,5199.167322880452,5873.862720367235,5251.843207542001,5818.123219750225,5701.986536609011
4905.934841593031,5068.381284129115,5176.517818975423,5867.519169246975,5352.662845489865,5803.3054669577505,5717.321699278918
4852.080142546379,5044.996936924838,5209.076469322507,5887.7006164837185,5313.290244671415,5852.303820527773,5758.454793430849
4758.993993409501,4957.619003076012,5131.474210052994,5830.519181287101,5218.018864132933,5801.1998758736945,5723.763956453887
4905.934841593031,5068.381284129115,5176.517818975423,5867.519169246975,5352.662845489865,5803.3054669577505,5717.321699278918
4981.456307536073,5161.760050424892,5329.018491877058,5907.264082153708,5339.374066485307,5825.137472999193,5715.72578528711
4788.8334549487445,4942.384057621936,5086.194767972276,5810.767060602482,5171.90381827735,5728.574928868483,5674.878020774112
5054.598596488945,5105.303417702043,5141.071503756741,5819.38387572319,5140.1335319619475,5812.790275751292,5671.785821671248
4852.080142546379,5044.996936924838,5209.076469322507,5887.7006164837185,5313.290244671415,5852.303820527773,5758.454793430849
4852.080142546379,5044.996936924838,5209.076469322507,5887.7006164837185,5313.290244671415,5852.303820527773,5758.454793430849
4764.965699887349,4981.032330862765,5070.29460442265,5833.980033635687,5117.570903441106,5794.379818247983,5718.316206984124
4915.520330204583,5090.158912417815,5123.078460940582,5855.942295450816,5163.293144675301,5785.822344905738,5708.988318196727
4903.425652612121,5082.100480340509,5191.120949169126,5854.229046509916,5236.130565105875,5836.372155474325,5753.033650978331
4852.080142546379,5044.996936924838,5209.076469322507,5887.7006164837185,5313.290244671415,5852.303820527773,5758.454793430849
4830.950480205855,4946.659149930062,5049.606998314597,5742.216766450252,5135.454335704721,5723.331697290486,5669.00723280171
4758.993993409501,4957.619003076012,5131.474210052994,5830.519181287101,5218.018864132933,5801.1998758736945,5723.763956453887
4758.993993409501,4957.619003076012,5131.474210052994,5830.519181287101,5218.018864132933,5801.1998758736945,5723.763956453887
5054.598596488945,5105.303417702043,5141.071503756741,5819.38387572319,5140.1335319619475,5812.790275751292,5671.785821671248
4862.736720309272,5036.934302773054,5164.83337891015,5877.700948380989,5256.956879160956,5804.537400466283,5730.90242298445
5072.956694685526,5168.347790894767,5263.44868686561,5855.818383883589,5217.587762009561,5826.6623123849995,5751.2408149497405
4896.7483734187845,5041.502028968892,5260.511836217198,5906.784654915693,5235.885566434481,5881.079360985277,5740.322893105276
4764.965699887349,4981.032330862765,5070.29460442265,5833.980033635687,5117.570903441106,5794.379818247983,5718.316206984124
4974.405711409575,5153.140243693158,5272.5565919791525,5948.730616831312,5326.7141646809305,5913.378167863365,5815.366279082239
4915.520330204583,5090.158912417815,5123.078460940582,5855.942295450816,5163.293144675301,5785.822344905738,5708.988318196727
4995.355624778744,5142.9337860898495,5213.164283830105,5842.624100895313,5176.611216115636,5810.562973009,5700.831805305357
4830.950480205855,4946.659149930062,5049.606998314597,5742.216766450252,5135.454335704721,5723.331697290486,5669.00723280171
4809.182651884075,5002.345401293107,5015.646370774776,5776.414477141241,5022.32902269031,5718.269058323596,5633.96114197618
4809.182651884075,5002.345401293107,5015.646370774776,5776.414477141241,5022.32902269031,5718.269058323596,5633.96114197618
4905.934841593031,5068.381284129115,5176.517818975423,5867.519169246975,5352.662845489865,5803.3054669577505,5717.321699278918
4941.93644505601,5051.28163182267,5158.38239867568,5805.57619306951,5144.203113817769,5758.89675151254,5682.1916652440505
4864.567480567335,5024.948089308095,5202.927226595631,5838.118081094507,5189.616887216028,5789.246452027587,5673.121128747862
4866.078888838058,5021.197398660587,5125.838113757604,5830.680768826382,5132.457758838215,5811.4945435873415,5735.081077175876
4938.377783454137,5085.0789805845725,5251.312648111799,5912.145676482089,5335.30795527628,5865.330004163051,5791.189228046879
4828.435979475027,5014.553387252969,5135.491541472942,5829.564805880274,5190.157571026566,5814.002178614304,5698.240127846294
5072.956694685526,5168.347790894767,5263.44868686561,5855.818383883589,5217.587762009561,5826.6623123849995,5751.2408149497405
4915.520330204583,5090.158912417815,5123.078460940582,5855.942295450816,5163.293144675301,5785.822344905738,5708.988318196727
4830.950480205855,4946.659149930062,5049.606998314597,5742.216766450252,5135.454335704721,5723.331697290486,5669.00723280171
5054.598596488945,5105.303417702043,5141.071503756741,5819.38387572319,5140.1335319619475,5812.790275751292,5671.785821671248
4974.405711409575,5153.140243693158,5272.5565919791525,5948.730616831312,5326.7141646809305,5913.378167863365,5815.366279082239
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4858.8130704088935,5107.849670900501,5296.217893993931,5929.654944404278,5283.298977792939,5821.399647770352,5758.952346873035
4865.763748651604,5106.870535511948,5200.76694789653,5866.12601246847,5221.88452420469,5866.058531600576,5770.192726583992
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4880.0223210908525,5081.288772201134,5191.099181101309,5843.9799536758255,5269.859679106013,5825.479033820749,5739.084731096501
5012.11114632782,5156.757651175672,5297.688256339568,5892.175232123939,5323.487802472815,5821.467781744692,5703.585215143704
4847.526120638042,5040.812892340193,5082.469599582378,5832.516430219471,5150.275200785256,5815.986207916385,5707.841737132126
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4977.409837888121,5123.3162826389835,5174.363416121989,5854.888076882381,5192.326978857932,5808.7306963119845,5742.739113844734
4977.409837888121,5123.3162826389835,5174.363416121989,5854.888076882381,5192.326978857932,5808.7306963119845,5742.739113844734
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4930.488650566506,5134.053330929888,5280.8798659915265,5903.79945652336,5229.501653343961,5846.813284448763,5757.908315838201
5002.103909801907,5107.853167767272,5221.680222738063,5879.941579526192,5198.322531737313,5817.953094407397,5763.341184516652
4978.142909282119,5114.836640273672,5211.683118716161,5838.835237369341,5229.943449642584,5757.283189363825,5694.533072594492
4789.869197234026,4997.05877838246,5144.716753981232,5774.521868349812,5092.8028499715065,5751.34461479751,5675.790636408683
4814.344318961352,5062.394678175199,5148.107306002605,5802.826484060773,5181.425104872509,5771.408154263763,5700.2424894090545
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4911.585467274411,5068.35382339364,5132.904464617079,5839.063474949457,5252.779454347758,5767.728889112998,5670.219270122584
4880.0223210908525,5081.288772201134,5191.099181101309,5843.9799536758255,5269.859679106013,5825.479033820749,5739.084731096501
4916.311366944755,5045.085411445831,5111.65058456279,5750.319756819002,5099.355033821139,5677.606863050761,5586.752140023397
4849.11765693897,5049.175251184565,5231.805653754501,5910.797100299441,5340.522972838008,5944.110905656901,5799.024639793715
4849.11765693897,5049.175251184565,5231.805653754501,5910.797100299441,5340.522972838008,5944.110905656901,5799.024639793715
4979.870193343846,5070.577539494921,5216.96138419132,5883.315314134402,5230.69441547707,5870.124356510333,5762.553206020354
4921.3099226366285,5082.9724079226435,5192.3851618921335,5884.689818017381,5322.956351386574,5858.179615022365,5781.625679764434
4789.869197234026,4997.05877838246,5144.716753981232,5774.521868349812,5092.8028499715065,5751.34461479751,5675.790636408683
4880.0223210908525,5081.288772201134,5191.099181101309,5843.9799536758255,5269.859679106013,5825.479033820749,5739.084731096501
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4823.401695161478,5023.270185051873,5155.116282796076,5783.542623862452,5120.88113127472,5759.52090527773,5670.672524799397
4937.792339312753,5116.8244054561355,5232.839470106197,5871.683678516092,5259.46660107265,5830.289983693304,5725.579400807228
4977.409837888121,5123.3162826389835,5174.363416121989,5854.888076882381,5192.326978857932,5808.7306963119845,5742.739113844734
4873.22120488307,5097.779530282976,5241.471377241595,5850.320490909829,5243.852947849645,5851.152024609715,5747.992395882736
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4814.344318961352,5062.394678175199,5148.107306002605,5802.826484060773,5181.425104872509,5771.408154263763,5700.2424894090545
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4880.0223210908525,5081.288772201134,5191.099181101309,5843.9799536758255,5269.859679106013,5825.479033820749,5739.084731096501
4823.401695161478,5023.270185051873,5155.116282796076,5783.542623862452,5120.88113127472,5759.52090527773,5670.672524799397
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4873.22120488307,5097.779530282976,5241.471377241595,5850.320490909829,5243.852947849645,5851.152024609715,5747.992395882736
4835.7555577734665,4972.841353147725,5052.928092663277,5738.1977343244,5106.236730592421,5689.781211337817,5574.138968556157
4856.228283477816,4984.007063157037,5123.98949005973,5776.457524774831,5143.472327063325,5789.141996009455,5674.0566831594215
5013.475736434132,5130.716995218129,5238.137281088001,5875.962809128615,5268.6409063390565,5842.413321645534,5758.352479088817
4976.456768348321,5157.201035401893,5147.644843846494,5795.948759194401,5176.528477213002,5810.051990232614,5686.071063900968
4992.3043198518535,5087.289900104569,5158.053780366503,5822.077758352897,5161.106405021608,5776.514332606195,5696.291737086788
4911.585467274411,5068.35382339364,5132.904464617079,5839.063474949457,5252.779454347758,5767.728889112998,5670.219270122584
4854.582159872209,5105.662178344589,5142.9836343130555,5808.745189819662,5189.112934749469,5788.05825311278,5700.805565719868
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4856.228283477816,4984.007063157037,5123.98949005973,5776.457524774831,5143.472327063325,5789.141996009455,5674.0566831594215
4854.582159872209,5105.662178344589,5142.9836343130555,5808.745189819662,5189.112934749469,5788.05825311278,5700.805565719868
4856.228283477816,4984.007063157037,5123.98949005973,5776.457524774831,5143.472327063325,5789.141996009455,5674.0566831594215
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4856.228283477816,4984.007063157037,5123.98949005973,5776.457524774831,5143.472327063325,5789.141996009455,5674.0566831594215
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4823.401695161478,5023.270185051873,5155.116282796076,5783.542623862452,5120.88113127472,5759.52090527773,5670.672524799397
4881.660895637206,5014.489052063912,5144.120098647049,5819.827964272284,5204.002956622159,5800.223554455448,5725.217416898459
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4937.792339312753,5116.8244054561355,5232.839470106197,5871.683678516092,5259.46660107265,5830.289983693304,5725.579400807228
4986.933458871929,5148.638403716156,5260.250538853744,5907.907292305858,5250.761610972577,5860.9842469920495,5770.24503909136
4825.395429271252,5028.869591317546,5160.674283855058,5858.94959083553,5179.5411026632855,5872.991137623752,5774.048834002713
4937.792339312753,5116.8244054561355,5232.839470106197,5871.683678516092,5259.46660107265,5830.289983693304,5725.579400807228
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4873.22120488307,5097.779530282976,5241.471377241595,5850.320490909829,5243.852947849645,5851.152024609715,5747.992395882736
4911.585467274411,5068.35382339364,5132.904464617079,5839.063474949457,5252.779454347758,5767.728889112998,5670.219270122584
4921.3099226366285,5082.9724079226435,5192.3851618921335,5884.689818017381,5322.956351386574,5858.179615022365,5781.625679764434
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4825.395429271252,5028.869591317546,5160.674283855058,5858.94959083553,5179.5411026632855,5872.991137623752,5774.048834002713
4926.800808763041,5018.541400294269,5074.421899497421,5791.594058404322,5094.382553215106,5772.603130956956,5672.1000369837075
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4931.981414044828,5048.207227541223,5114.476807489271,5836.3228849519965,5179.973596485893,5778.795999737686,5683.502793393485
4938.817201236138,5100.087221693445,5167.6695152874345,5822.381769546187,5195.124610825685,5809.244096531256,5688.918488452737
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4832.602550079074,5000.443630663172,5127.669288834805,5843.188131081036,5217.9495652822225,5760.591300732216,5718.89831814876
5004.549611994683,5083.279727716727,5184.6658671715,5842.798642675265,5235.578885856764,5765.996024695546,5706.2181765627265
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4977.409837888121,5123.3162826389835,5174.363416121989,5854.888076882381,5192.326978857932,5808.7306963119845,5742.739113844734
4814.344318961352,5062.394678175199,5148.107306002605,5802.826484060773,5181.425104872509,5771.408154263763,5700.2424894090545
4921.3099226366285,5082.9724079226435,5192.3851618921335,5884.689818017381,5322.956351386574,5858.179615022365,5781.625679764434
4849.11765693897,5049.175251184565,5231.805653754501,5910.797100299441,5340.522972838008,5944.110905656901,5799.024639793715
4891.837634346412,5072.482865753777,5215.199455868552,5827.622363893951,5193.550154059465,5778.421897739983,5682.0901369698195
4977.409837888121,5123.3162826389835,5174.363416121989,5854.888076882381,5192.326978857932,5808.7306963119845,5742.739113844734
4916.708546140823,5059.054290127769,5168.854420911764,5808.013090506314,5132.951906889798,5727.269076203988,5649.962259103868
4844.708730328585,4977.2605231528105,5127.104279545454,5817.196932448267,5299.172272924265,5795.181622753921,5722.311789202846
4978.142909282119,5114.836640273672,5211.683118716161,5838.835237369341,5229.943449642584,5757.283189363825,5694.533072594492
4941.446844958225,5078.083544958553,5267.142726525644,5855.889597906732,5235.535329640284,5783.519688513172,5677.403218124295
4914.415144498879,5063.302371510432,5157.372799437923,5844.738870388109,5240.841644045593,5829.503819870404,5718.688947207813
4939.589566993292,5042.9190926841475,5153.13243907147,5838.024073901297,5240.106205232122,5830.799353403771,5754.066735663489
4847.8159725584055,5026.598055041397,5134.251004702021,5812.888927899045,5198.282859444355,5805.7524855821,5714.02982804247
4823.401695161478,5023.270185051873,5155.116282796076,5783.542623862452,5120.88113127472,5759.52090527773,5670.672524799397
4859.212375086409,5024.612790727022,5155.492477133714,5835.812473911818,5237.408797693606,5793.008210002018,5686.535656487333
4939.4057248497065,5103.960109265223,5204.844482319671,5901.262736250338,5294.617444149645,5902.129116259004,5787.404615658503
4836.53598314621,5051.137646044878,5128.147781988181,5796.785741025196,5121.297630818053,5736.461975395352,5666.195096363018
4789.869197234026,4997.05877838246,5144.716753981232,5774.521868349812,5092.8028499715065,5751.34461479751,5675.790636408683
4911.585467274411,5068.35382339364,5132.904464617079,5839.063474949457,5252.779454347758,5767.728889112998,5670.219270122584
4962.482205646019,5032.967841339764,5155.677537479572,5798.034689995961,5215.623035141388,5777.304238920415,5695.024267982832
5077.527982410331,5137.926182225225,5223.724786017978,5890.5720793080645,5283.168579160003,5851.108543329252,5788.066526018393
4970.527159488775,5061.107212951011,5141.449522499701,5854.311283589481,5182.957069216267,5776.434975096499,5692.245656534223
4758.371572541427,4977.558706781994,5066.340340434353,5815.169806273626,5262.869114439843,5782.479083062084,5709.806294376943
4884.010133717937,5107.769715798413,5180.826135436756,5830.804989591332,5138.97026182627,5825.549867841038,5695.144120737191
4990.0439964874595,5136.072095912554,5205.833643176655,5899.1051533937425,5303.518048521369,5805.833404423008,5713.491010277168
4830.704284167189,5010.685722698307,5102.425509707155,5811.662665181746,5157.911912766622,5801.138324016574,5736.418338407058
4826.185511185473,4996.585763911133,5273.67389013168,5887.364248917337,5289.56391814298,5814.890209344568,5737.717477164398
4854.230255182453,5056.164232136914,5178.202965776542,5883.065292206377,5281.924490074809,5844.16817982022,5745.116439055891
4921.849849550021,5118.051787660949,5215.290713565553,5873.297575832922,5182.08166095337,5784.812703563402,5684.395882501326
4876.671448245382,5026.745514511867,5229.3121572878035,5823.791058670276,5142.242937269462,5856.321956547393,5769.11944548004
4903.051553781572,5019.258888115195,5117.269538034892,5789.867796857331,5108.47166398792,5725.710737379773,5631.628918703886
4801.827182362451,5036.723252350834,5142.260569352215,5777.868627037558,5185.211436494959,5784.969088822929,5724.630947269808
4930.242235417315,5100.9341978080065,5263.52269941753,5839.691801197859,5245.15804311721,5833.068846438681,5746.682692605046
4820.162269170064,5028.176862111963,5127.914207307822,5830.040308366008,5162.729320806354,5763.936466300679,5686.255674518585
4970.527159488775,5061.107212951011,5141.449522499701,5854.311283589481,5182.957069216267,5776.434975096499,5692.245656534223
4879.93295382035,5077.962514475075,5207.452654533291,5837.878104104135,5178.220915340315,5805.379524726851,5686.952187823265
4903.051553781572,5019.258888115195,5117.269538034892,5789.867796857331,5108.47166398792,5725.710737379773,5631.628918703886
4970.527159488775,5061.107212951011,5141.449522499701,5854.311283589481,5182.957069216267,5776.434975096499,5692.245656534223
4800.36505607581,4969.990164893565,5113.647241362419,5790.42135106046,5113.398181629237,5714.74480755953,5634.512946005625
4904.382683029229,5083.562313959702,5181.392178184075,5820.79474696151,5183.158175973757,5816.59175221467,5701.7027006564
4990.0439964874595,5136.072095912554,5205.833643176655,5899.1051533937425,5303.518048521369,5805.833404423008,5713.491010277168
4800.36505607581,4969.990164893565,5113.647241362419,5790.42135106046,5113.398181629237,5714.74480755953,5634.512946005625
4955.983704238596,5100.361771659447,5168.6653415224355,5845.668439294149,5181.474987210962,5752.369610365387,5671.6924092081035
4909.792165828575,5104.879391341919,5242.74854408615,5909.880012679616,5288.967080229604,5838.554337181347,5721.605540773607
4975.126557752055,5095.783825323907,5147.057075469177,5834.751614337417,5198.576236894629,5795.973746184431,5652.15354443975
4895.301880255611,5040.089188771326,5147.871954684941,5816.266340043852,5199.365555075208,5770.7173609110005,5687.360182934595
4905.255354747546,5133.1323111255715,5129.385811287095,5798.253859348158,5196.106349145097,5756.85809719195,5674.427966442157
4921.849849550021,5118.051787660949,5215.290713565553,5873.297575832922,5182.08166095337,5784.812703563402,5684.395882501326
4820.162269170064,5028.176862111963,5127.914207307822,5830.040308366008,5162.729320806354,5763.936466300679,5686.255674518585
4826.185511185473,4996.585763911133,5273.67389013168,5887.364248917337,5289.56391814298,5814.890209344568,5737.717477164398
4955.983704238596,5100.361771659447,5168.6653415224355,5845.668439294149,5181.474987210962,5752.369610365387,5671.6924092081035
4830.704284167189,5010.685722698307,5102.425509707155,5811.662665181746,5157.911912766622,5801.138324016574,5736.418338407058
4959.292136142533,5031.663326603022,5038.31416539906,5764.452636842005,5063.173131669279,5730.176868642363,5610.232357130457
4801.827182362451,5036.723252350834,5142.260569352215,5777.868627037558,5185.211436494959,5784.969088822929,5724.630947269808
4826.185511185473,4996.585763911133,5273.67389013168,5887.364248917337,5289.56391814298,5814.890209344568,5737.717477164398
4911.163831508543,5074.828635559263,5082.8683611831375,5815.382297909084,5200.5650853242805,5786.8217287084435,5657.374316695259
5027.706692518372,5065.792911918333,5253.619244795058,5912.529102810187,5194.660728406958,5864.371662029714,5761.030049191303
4975.126557752055,5095.783825323907,5147.057075469177,5834.751614337417,5198.576236894629,5795.973746184431,5652.15354443975
4930.242235417315,5100.9341978080065,5263.52269941753,5839.691801197859,5245.15804311721,5833.068846438681,5746.682692605046
4905.255354747546,5133.1323111255715,5129.385811287095,5798.253859348158,5196.106349145097,5756.85809719195,5674.427966442157
4820.162269170064,5028.176862111963,5127.914207307822,5830.040308366008,5162.729320806354,5763.936466300679,5686.255674518585
4826.185511185473,4996.585763911133,5273.67389013168,5887.364248917337,5289.56391814298,5814.890209344568,5737.717477164398
4930.242235417315,5100.9341978080065,5263.52269941753,5839.691801197859,5245.15804311721,5833.068846438681,5746.682692605046
4990.0439964874595,5136.072095912554,5205.833643176655,5899.1051533937425,5303.518048521369,5805.833404423008,5713.491010277168
4820.162269170064,5028.176862111963,5127.914207307822,5830.040308366008,5162.729320806354,5763.936466300679,5686.255674518585
4876.671448245382,5026.745514511867,5229.3121572878035,5823.791058670276,5142.242937269462,5856.321956547393,5769.11944548004
