SALEM_T,EUGENE_T,SEATTLE_T,BOISE_T,PORTLAND_T,SPOKANE_T,PASCO_T,FRESNO_T,LOS ANGELES_T,SAN DIEGO_T,SACRAMENTO_T,SAN JOSE_T,SAN FRANCISCO_T,TUCSON_T,PHOENIX_T,LAS VEGAS_T,OAKLAND_T
10.751340895301047,10.98891963719396,10.61970501129768,10.131921013387526,11.448826207498662,7.824669468909599,10.793219240846572,16.540864498059005,16.81774851751379,17.248371758987094,15.378709935813541,14.665091223645101,13.231334724900252,19.499255536744187,21.91089515250052,18.66175355349103,13.32442421460657
11.251150868709479,11.411270528749364,10.934929518359832,10.323050499783879,11.915897738779398,8.21070704896737,11.140887261767388,17.2830647832624,17.08597773577233,17.685678320138294,16.107264704263937,15.319749218132115,14.245560858824671,20.23003450415972,22.53312543391663,19.323697266161826,14.015802425686731
12.121753666446324,12.098782126507974,11.632743862726594,11.876597564103575,12.772495022327949,9.48198991212531,12.350266791448707,17.685535316682724,17.62872591362081,17.983754138283807,16.361614294512094,15.432600426167445,14.17823925593842,20.902803343311255,23.27713199771939,20.120352741242023,14.035567285344731
11.427179739002234,11.411101549547881,11.180059316226584,10.892967492040992,12.089758335125532,8.337856677322561,11.309705437376085,17.6694208815608,17.355280227929505,17.828768709306704,16.261803393361138,15.56882513845174,14.551754555685168,20.664434092161827,23.106631330536032,19.897047471022145,14.230082721941928
11.639061290648346,11.652246472666157,11.282575791403954,11.325848332253539,12.198560319733856,8.76185284978493,11.692499488454809,17.89886529406926,17.28073789384646,17.695944153913363,16.65462444193278,15.739164716878365,14.530645916413432,20.645192366935227,22.944036074852352,19.976390604497215,14.287179832812171
11.520668757178107,11.653427637581201,11.319891464809416,11.053458812079509,12.334963789153205,8.702826330697173,11.609437832019406,18.14444100247935,17.77958395811356,18.23887219710317,16.660454997459297,15.662028369170246,14.374790370268222,21.091948911199058,23.73114155493673,20.384038621120283,14.158907011283288
11.358892298566929,11.366409032182963,11.195509228289161,10.674922507099684,12.129260808237644,8.485090497347601,11.337261822969658,17.453670701000853,17.55048620198783,18.20655948989985,16.10643795446675,15.344981771655622,14.218506882418437,20.686776271795704,23.219421661331744,19.823072944044753,13.992719809320999
11.230788718815663,11.330767504606197,10.896374186504174,10.537361438754472,11.873326478603493,8.176279826304562,11.141130997139646,17.425113453119913,17.03043726468014,17.59030711512699,16.126499449657352,15.192512905014596,13.762256754651053,20.265757455308822,22.66133411027668,19.561117579255082,13.74486179360567
10.840844529134879,10.845171610863456,10.596888552090958,9.954310992919272,11.57851019226077,7.786852733709177,10.745291484802118,17.17264493060408,17.063335138954848,17.669829071815816,15.85782921082642,15.166414672008653,14.065309830217938,20.225696074097613,22.645512635489414,19.33449768720609,13.860589958724583
11.628960829510117,11.665881257000208,11.278354458458125,11.31612044815516,12.327256155101296,9.099008853122253,11.94646600669119,17.18640403189236,16.867189159840727,17.478740178035093,15.80361068740377,15.075644936023433,13.80758928621508,20.74527908772943,22.999101124417674,19.65321951317611,13.780669346027496
11.635667133180098,11.704867934144161,11.384437133958308,11.262160410130505,12.322178972930368,8.980271331112865,11.793315942184423,17.61297638596978,16.97728463442419,17.640214818312163,16.19704770859484,15.266562749728239,13.944944010022564,20.33468144741405,22.798572603509815,19.69055558465337,13.865406960161437
11.045685258806156,11.13045911403289,10.961983721495349,10.518659520545441,11.878118744630456,8.53351547827966,11.30633426795593,17.309897723633892,17.23330034443926,17.789622192092672,15.747943835885923,15.030364678466249,13.74998434995017,20.39279148693534,22.74632844085309,19.477814604127165,13.68249521153162
11.484696306391912,11.443761769461299,11.16463028142374,10.654025879649055,12.099460046200981,8.793383838204432,11.57583252726611,17.519400233178484,17.62708823980475,17.994604430322024,16.266378850777823,15.494384174196012,14.340461198187155,20.551706866302997,22.9099127685838,19.629949812091866,14.091185792601703
10.834349624606913,10.941341724474634,10.701185267077308,10.307404996669717,11.677171731367844,8.074317370578479,10.993659959824983,17.170095451789265,17.305719694796764,17.75261006389078,15.92048370214075,15.167436613457554,13.87316669926394,20.148641509352604,22.574917203958716,19.45217143793293,13.78650563607953
10.800519553051538,10.875773511114676,10.732825489487304,10.10409122857065,11.60132726414516,7.8041748092396706,10.656152124106509,17.053019548147695,17.231945372327583,17.806929021649413,15.865353601385992,15.054420976781335,13.726059670291631,19.536854703761467,22.029652935447764,18.816480037075056,13.656926006287964
11.375240352558254,11.494674784774189,11.180982732114794,10.89986934984101,12.07534131938288,8.6175014922696,11.527223317472842,17.81735338360504,17.578689262794416,17.986245033172608,16.632095746366144,15.690455566700924,14.49748932470974,20.72800921018827,23.07932173225085,19.966525125226227,14.260636821329538
11.45007416663039,11.5051086864617,11.19431366469449,10.264142291414284,12.087327264691382,8.447322408259215,11.244977309898346,17.07572400004035,16.97069909853612,17.55674082755225,15.8723429237456,15.055532420839388,13.817446262225413,19.873185926265304,22.194888359822222,18.945021294476543,13.713957290745812
11.742308750751043,11.677836663385229,11.4345817115077,11.086278846737327,12.341417308949897,8.974893069991479,11.750798542247535,17.6765018894126,17.868383578635598,18.17369793766634,16.34510874543756,15.605277474844955,14.602523007245168,21.043261109021284,23.390606054891315,19.9077267954172,14.259194147802761
11.141039436611948,11.192763666561953,10.777320235326336,10.574025802622877,11.819749971725994,8.551510248495939,11.346659747369678,17.308729974244375,17.658599745293653,18.098618795462826,15.8738490938062,15.161544548959913,13.913818028534541,20.541340365606263,22.858887891285274,19.542108749946976,13.79418210980062
11.439141858404964,11.54876794663533,10.998775889694807,10.788207943038286,12.101630638379056,8.640199507956659,11.536711060739764,16.973861401133206,16.74346059815456,17.212196280939867,15.668654867796892,14.865822397147129,13.47473045425206,19.71783340847884,21.962239538212536,19.006025054756215,13.508971854279915
11.847833177214593,11.907983508101186,11.413487142940083,11.544591496925618,12.448006738792317,8.868689381482604,11.81824159853566,18.5212036939355,17.67120194926288,18.076160578484398,16.899133570811614,16.15607799738415,15.117990028592141,21.699729171302955,24.05084350148187,20.783554156444445,14.694527907691736
11.620532422530244,11.573021710822363,11.299980932827287,11.042039062273775,12.339132077742113,8.419305150257495,11.413970615136197,18.224465699670475,17.491053721415277,18.01618524407802,16.765199842755695,15.924395010191708,14.88804860607417,21.11667858058054,23.725876464241555,20.420036532333853,14.476567365670153
10.770007213899861,10.890788576939027,10.53578173591124,10.096600008464218,11.529944736464701,8.021275289324386,10.936282123225206,16.66519764592363,16.883622903773688,17.30408329757268,15.50761186568979,14.776142151166674,13.355576106496915,19.542686672701596,21.757376126272217,18.74562432834119,13.429490119957068
11.033360252938783,11.13830763625245,10.820652880317972,10.34581890749873,11.730792934222132,8.127214250334827,11.041052477981202,16.93393135212699,17.243039566300403,17.823313091722476,15.59719374862277,15.057368118122428,14.028202490435334,20.367134742875706,22.735298052594256,19.343810543840384,13.81952265266727
10.933629729729367,10.930049765107603,10.778643102497385,9.695833719200762,11.791721934315733,8.037134973254776,10.90144407039931,17.113692907162353,17.208527730828894,17.70814757826264,15.723926137671027,15.090582471241134,13.952677592481535,20.28339027578055,22.691642604798062,19.23515411391484,13.766599811983822
11.545782248535781,11.512077449541469,11.285405458341746,11.133237858655212,12.084213064829806,8.867604366699855,11.654836569234263,17.35932894792097,16.853093057301816,17.428350140917757,15.977038159796358,15.113999433219846,13.806839830203613,20.152525658117494,22.533349852550813,19.395968039999225,13.741660616557063
11.468270710854958,11.393006237584203,11.215543413178683,11.031226113260944,12.08811327321692,8.407823679979733,11.350471184007825,17.789028006901145,17.642945907959195,18.006306803588238,16.358640366555036,15.540663261167847,14.390258047728246,20.803899243971266,23.243343624283767,20.104481381234862,14.134401057054847
10.956259463675162,10.994568354393978,10.749490549836773,10.168918791274248,11.677615562178307,8.146633882536328,10.98749493387923,17.25874995042174,17.2654720105868,17.727324241290233,15.94712396593723,15.166631324694272,13.974402569288154,20.205264963848645,22.64403617658498,19.25846515335125,13.818838699654163
11.479078983201363,11.472101943221213,11.23183849688051,10.90466932121985,12.160475078127915,8.665009171810008,11.493520766587391,17.705213113499358,17.415138554629245,18.02624740388379,16.17174900945444,15.398771725886471,14.22112244775546,20.502193470285807,22.92583605106461,19.905668306757207,14.008688080884998
11.52905684856098,11.638022380992329,11.271878280963119,10.70988838678636,12.159513426359181,8.591711688231964,11.469106396453123,17.398500843600907,16.74884885713759,17.412184895301547,16.039031190876656,15.157499488102077,13.812076560214273,20.1690780990306,22.678139033371647,19.44657301808861,13.744684869876698
11.517117363819962,11.664586013075512,11.347307393714035,11.436645753656627,12.301101669614377,9.14521985486248,11.991320173892449,17.459464760870258,17.105275402992326,17.81719301493139,16.098968906466684,15.22031370385947,13.973617705216562,20.943905512821424,23.27566673678519,20.172724003430293,13.918536332731168
11.219641206973648,11.271771278320564,10.998364689589936,10.301340966078628,11.855914394904891,8.333994572707624,11.206185672187157,17.22569305173148,16.889996610159205,17.537972670130753,15.742200951261928,15.06158714774233,13.744728832259039,20.024908530545805,22.602032516748245,19.413046214419875,13.669661872436391
11.509535726173885,11.534625958930722,11.241080628557462,11.408437039503678,12.284376739491705,9.25317190577938,11.998376656363183,17.51744925555758,16.881297351747392,17.526716786816063,16.057655315894912,15.224211043078489,13.941106039541062,20.340441209404005,22.76842316864389,19.553477673383707,13.857808601773067
11.180326457472145,11.187919116299087,10.80974020817307,10.600358550717417,11.814113583248414,8.237300057706449,11.16486284083331,17.54403352770097,17.496774356133603,18.01795996831295,16.242904835125493,15.520962045041088,14.441258035019223,20.480199790233712,22.85773571543833,19.646478696265184,14.156981193226864
11.75204941474488,11.761490585219393,11.33751771103837,10.880134905370204,12.332502010345546,8.576612455124774,11.478436397986872,17.588788703604777,17.392787576705494,17.812004497139295,16.258033710574008,15.530497692026401,14.446686420909748,20.405588663110407,22.88498497497109,19.60931513427955,14.158810469664909
11.803279976513526,11.76663713439033,11.29222192793607,10.971874687089379,12.449660997673949,8.63432195703921,11.645909889610754,17.795505883331,16.94040537657342,17.54083710495211,16.336038801748284,15.534067544196404,14.397282103415813,20.714083205479735,23.14845679122494,19.99654883636686,14.146630681357502
11.830565872891107,11.775305288101618,11.456768512905269,11.43970854263277,12.480237558029293,9.42130346323008,12.180274513774117,17.060436339050746,16.98397774075401,17.577292392629097,15.746819688726761,14.934106896165952,13.656669938765924,20.399707684148762,22.79875945517561,19.668083719770383,13.63696862708233
12.169883126554245,12.241538838612902,11.880589548532479,11.794103090141856,12.84518304123021,9.439326403113943,12.31142950142786,18.270604654006743,17.985976085183623,18.442844063156702,16.81365593274141,15.981176412072763,14.99931133197648,21.637381689429464,24.22201472745503,20.934618814560103,14.587612720803607
10.944370775744542,11.053352516142166,10.58068831183315,10.165824238826593,11.655638086666935,7.9475771667155515,10.864324972629468,17.13309053696041,17.33533683875738,17.850545298262755,15.829554777135986,15.177774102627682,14.082382184126107,20.162928024407986,22.469342013447392,19.108766867263,13.869211419251682
11.0318247426182,11.194179529954832,10.908461586562039,10.468614400128274,11.830735209250015,8.532105991639716,11.324711938880677,17.058710422839063,17.41571355172011,17.7951817524874,15.7909788417094,15.061975090242234,13.763476937276822,19.95041498695962,22.295907759241235,19.12083072593054,13.706995899338654
11.13751375662898,11.26415145348398,10.893229446943943,10.462417476426806,11.824351063977895,8.406776094701197,11.310709966358452,17.075972524974826,16.76360740289651,17.308070876222395,15.750423030183738,15.005696477186119,13.697578633522777,19.80564143597938,22.102618196017456,19.162804448333038,13.655554500898669
11.3144692027964,11.331817597497826,11.043513946712752,10.779665724127897,12.019815292867007,8.540303421842156,11.447692307262397,17.618646069001823,16.926495668507823,17.499918048102813,16.192708922261993,15.322745108026508,14.112334224442568,20.735950803984146,23.23203493818407,20.037248868072844,13.948093805213665
11.688949346989657,11.692864172952147,11.228030959165064,11.235822642145163,12.229100296838872,8.945874563282405,11.755623812219216,17.764018609445195,17.647165309910804,18.092654362792814,16.330554107965597,15.665127422290512,14.66123860573512,20.762234482602917,23.065467909785724,19.859624102188125,14.313016518051908
11.920492131219067,11.937243698922781,11.680647522607151,11.573770480646116,12.512324798596298,9.016699433197509,11.873941934926165,17.891712375860298,17.313249709166282,17.84484642502282,16.502335355891194,15.664562892473516,14.453022595208896,20.438849763599524,22.91189690775637,19.86064065444634,14.215214833343213
11.894131842152351,11.859708144999946,11.493934535256015,11.169575543517471,12.578884795273183,9.11036667820211,11.911794036405777,17.967288864586145,18.11211288277344,18.428486587405164,16.654157768760555,15.84842147353208,14.82476852536899,21.165539193774297,23.831180497712715,20.30065600799718,14.437265619042554
11.191902694253443,11.290433097812564,10.875688009011496,10.443825501637628,11.837024275264476,8.233044889662503,11.178781318922178,16.988863971436476,16.569504792045674,17.128095993390488,15.625692619442116,14.896210992758652,13.62746138333569,19.815103884574373,22.072871722500214,18.883628301719813,13.59769985160695
12.097954629156497,12.13710091059156,11.61489819073395,11.727760325597393,12.723210137140573,9.171724436097742,12.110836959255128,18.68392817847656,18.082342797534757,18.49725697063877,17.16514744570367,16.306784801226502,15.338273553535776,21.926962353600892,24.342171468185118,21.06222354169442,14.840787976685897
11.72195324318362,11.752457336386804,11.511355710957933,11.26826473650131,12.39940168248277,8.800774392411927,11.67303185045969,18.101643477475623,17.64488239309962,18.097249297693715,16.667407422761197,15.669576742836371,14.480578028479991,21.34587825105391,23.63123429244756,20.381508041322817,14.228667585750522
11.299633707970345,11.352375965487349,11.08994681737579,10.481166308344289,11.953773732998725,8.218271828853098,11.098663837993772,17.621977902850254,17.375008142565715,17.862433481710408,16.325547508180627,15.52851630242383,14.382296335719552,20.405404327368792,22.810422910987057,19.573806012180473,14.11768984597426
10.80500117545299,10.926594477989326,10.730911551659734,10.212269805240695,11.662379483555071,8.036095351884907,10.975664820582368,17.090722023403764,17.056696825638173,17.38237045547847,16.03475414217225,15.166562686355752,13.871590305325837,19.87047438679442,22.351293695467028,18.96690902856089,13.789713948903442
11.772473862504231,11.775785023297571,11.320297914529274,11.273156895024432,12.448851942236546,8.942502882559358,11.841427752567718,17.567381362738477,17.282621408290783,17.804929890967472,16.104019188308136,15.203760339012426,13.865130010732786,20.49790906757789,23.016606931784175,19.910183818608473,13.790699508090858
11.020318919419179,11.142478254034152,10.74202480050923,10.307896914807642,11.600883432806818,8.021614386719888,10.949633240847398,17.3653682576956,17.10129958966204,17.660840633133287,16.17589061783664,15.223613252923284,13.896864001311759,19.762904449139707,21.95023733426568,18.996728873177915,13.81266254105744
