0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
19521.870720754356,0.0,11114.201612419152,3434.5325526784736,7875.725434693833,3227.751568775916,1764.2735705400378,2872.4138297747077,6282.593003638025,4652.433435828815,1970.543065093795,11860.392587502518,5429.139126642763,215.4652572535968,4327.611809128543,8105.608458627927,1115.4421891024572,0.0,7438.305833410257,782.5750378090642,313.6027473613208,-48.50242670393959,0.0,332.49657970460976,0.0,389.16667419290576,385.3135795684332,0.0,135.00889570080514,3959.7371694117733,434.3123860717134,3286.0984794450083,0.0,221.6077160542325,0.0,104.61348756403359,0.0,0.0,0.0,13.676502467083727,2527.9956342280097,5474.958988586538,3108.8266090187985,344.44902634793726,200.0,1068.9155917109877,7899.332266530757,169736.96817171882,5956.234543775256,7658.903663215844,555.3981048120337,3048.7307811369687,278.3980871615139,8298.011113333063,3168.5494783654262,50.23907001237734,17.208029117810536,43.41042237443244,14.460049578434857,24.325322741484886,31.84280255464287,4.96526751212095,22.511795010919904,81.63350492658202,-1.5639798690088969,459.52085580767636,916.5331405890144,2295.208211289775,765.2746287545087,583.0295121973732,1062.6770209160004,415.5148397440392,1719.7895454164188,1673.3570619721818,1202.1018488779346,1088.2864558057297,2060.921568648528,0.0,0.0,0.0,262.5437965606818,5525.802242520085,17477.35299625473,2630.2193835481917,2777.878693678281,235.3076045067815,797.7044817649574,796.6081646919409,1234.3555587351302,2608.9995534884024,1276.2119906716136,2431.57819247829,2249.232599722275,432.36906884833013,93.54888652369196,685.0424754808188
19875.25278379916,0.0,10636.103789862593,3682.230320744617,8922.670615019768,3108.0576995658676,1819.4605933831758,2734.352399040813,5513.727846250366,3900.9505189816537,1489.4939385119246,12218.868027970282,5101.743070835103,-202.87202118654685,4664.787048997672,7824.1579322337875,983.951149473689,0.0,8535.002783392234,1410.67447510045,343.96639046378436,521.8176682128617,0.0,478.6222338171133,0.0,374.91845048521526,365.23686171945917,0.0,1185.8214249049095,3514.477286814883,450.3733220033499,3261.666035755489,0.0,14.306472257314498,0.0,368.1095482248428,0.0,0.0,0.0,-38.23924832666314,1322.9380118232998,5739.953994808313,3378.6405693977376,202.888110353408,200.000004906199,1164.5573081729035,9003.049377619373,180003.45615561397,4755.210422734631,7739.242869570414,566.5635979746116,3460.571904682244,419.11407955840076,8745.779857072335,3020.9922603541327,60.72613393867332,16.3238573120651,47.58148712385857,12.912907280131641,9.491905232211518,36.09636416106021,5.857613037390446,30.259514601699735,79.75301270092582,4.57689865822785,446.1767923596202,843.7579792888239,2104.196401184236,727.4844293857051,598.5650022974992,1054.070354760527,429.28235805568227,1721.510566418166,1651.4909274857457,1099.520736849117,1041.469447131648,1952.743935303057,0.0,0.0,0.0,261.3472517865126,10341.438103470167,21570.461822539266,5624.571866152504,5659.161924670939,636.7801327411613,1546.0228934814636,1545.287119464342,2464.1009162615014,3926.9453910020698,1787.28742945483,3640.3400704525397,3190.530873227944,663.4136622852392,140.51976220337153,1083.2813032896254
21778.173219467346,0.0,13156.262037181226,3817.616214747493,10118.44575650983,4028.0073785224363,2029.9056027477322,3677.4723713227004,7151.832880006276,2215.7977703212546,2242.7232416870397,24901.032964511272,6729.45277413387,1105.042071459983,5510.924640565374,7822.9734225559405,1235.6456885199802,0.0,10166.831020873298,1661.9899683614797,474.8236145310775,314.3421686896713,0.0,188.59174305413174,0.0,552.5867141321105,545.4531585411643,0.0,-2606.5580841989918,6629.505943283341,523.3944015336583,3490.989229444703,0.0,959.9116038339163,0.0,90.39724883453817,0.0,0.0,0.0,3875.928443183926,-801.7967273101788,6696.3824234988515,2447.241189831697,927.9895171315313,200.0000009167189,1410.7716995728388,10105.715350977096,226937.28078323725,6484.33875813657,9611.452351319454,550.4534385127583,4712.253228784322,623.975608799089,15619.224300513904,4182.80040387606,46.31611031727519,14.171003480034996,,,,,6.270083832800461,38.08775231653651,80.39750966248144,15.697245566681705,405.26971297740636,797.520552725536,2041.0167476770564,704.3938230666215,588.8811520055152,933.2716822633129,463.85579307560874,1455.2496949015642,1426.3387669479105,1198.0283446513652,1157.9558178291365,1947.9968508092281,0.0,0.0,0.0,244.66431270649957,14925.449614549763,28407.016343224044,8832.50207639038,7232.6656154298935,1079.9730898392827,2483.2038004907295,2483.1967173724556,3584.41960773825,5528.266479789029,2535.8511030600957,4679.533918589724,3548.7282425927715,839.2973472101656,270.9730081041213,1212.0420852325742
20678.080976729463,0.0,12662.575879850667,3795.6252867273042,11190.824937148041,3832.4823376018103,1617.4078298980294,3173.2551733680148,7630.768424767083,244.9392287798033,2411.835896569806,13497.37066989097,6012.8085576257245,6.541329102273996,4474.920785903959,8708.753155555407,1308.2130286982276,0.0,8618.081388343771,1380.9669968877233,740.1731725387987,-63.04323173413979,0.0,-6.690366828215416,0.0,518.9717948025311,512.2379533942914,0.0,1319.7176303056733,6730.303839437374,617.9590956654775,3807.444171038816,0.0,705.1361865486753,0.0,27.605145156538967,0.0,0.0,0.0,-163.8508975972693,5285.690256267839,5571.0413615682955,-1741.2738445015414,664.9195107650343,200.0,1503.828197816488,11291.017317008886,198690.32638694986,6648.887669400905,8683.080797741419,947.2883145534541,3942.6628662835865,622.281190149256,10645.423505346711,3904.9577883303346,77.03908413593646,17.596831836448736,31.84191081176491,11.491714884986544,20.143245099328563,35.94141123438242,7.574092817676194,36.404896445570316,84.0165658536785,-2.9930229924586618,477.41271111380223,897.9716321933442,2284.992335330561,871.7418827563497,680.2919182951583,1157.691948180602,580.4805682542548,1766.7314588327822,1728.417199055723,1374.6869854160175,1123.7494856484266,2159.9221008484324,0.0,0.0,0.0,295.57214442202644,13056.308255475331,24466.655721670802,6944.302233405626,6157.647249581834,656.5514318649755,1584.9062737658485,1583.9976314935177,2464.3793053433683,3840.5935016587473,1715.3253571544979,3262.8468067502367,3030.6401173886684,711.7061122250227,195.48473004908237,1128.572301384978
19869.09637253132,0.0,11412.088142588418,3817.504387460859,9126.994996644402,3625.279120809129,2048.1441278723573,2819.4481350980573,6721.043848069422,3101.1638838243116,2044.7777134762507,17395.91182318906,5586.954611811256,-298.7646673622556,5203.695466285812,8011.30686529199,1132.2357910303776,0.0,8755.372312687783,1659.7236176127594,1046.0157552398284,90.7858963706212,0.0,254.01412970601467,0.0,542.6717518132249,541.4927692545356,0.0,1022.972628575726,4166.015822123462,561.0769139374291,3330.2358384797267,0.0,610.1004586845645,0.0,138.84688778173594,0.0,0.0,0.0,-78.01895647895276,1039.960443083346,6476.80775889987,6554.471862307122,504.7897775629151,200.0000039285304,1275.8966929894098,9131.3830584887,187271.073974968,6112.60790658395,8347.877882120805,650.4733707769914,4182.61550367104,456.13586284104184,11420.190457490802,3478.2164545451815,66.9948207035435,15.937418334941142,29.75925820134693,15.326303607595749,-0.15737384033253674,30.996485280246752,6.876653539595832,60.08153601861576,84.98569969948913,23.627570931233038,455.54753979309186,903.5199908270412,2290.202636271181,715.4890018455504,559.5537248276653,976.5503524285963,596.1324764959714,1595.0391418922165,1631.3838833900377,1278.233182961881,1189.403774784679,2061.7225290203114,0.0,0.0,0.0,289.6890143359869,13722.293477863734,25464.94267560912,6896.069926687513,6869.1646655682935,769.1020434227804,1846.4219530168912,1845.891338698907,2558.3068497950812,4052.8546070032694,1778.3912675976208,3276.1947913254235,3069.9962934405694,778.1085293018581,230.45522652412245,1161.1629436018045
18857.874185204502,0.0,10063.763858301583,3540.693845104493,8701.017611568108,3091.9776564133035,1800.9970553509509,2825.4511994246345,5496.881687407606,3620.452500409185,1989.5566428454028,17745.908477550154,5446.595956590922,-910.6722317426486,4058.0292435721212,7824.508040138263,1087.7743895629706,0.0,8122.993621164134,1340.1268331166136,432.1293157997017,280.49272432167146,0.0,26.829156427986582,0.0,542.4707321334103,538.2900020807318,0.0,920.7946266678456,3028.09526148583,498.98097092035954,3290.21101720477,0.0,576.6585838610946,0.0,64.53044584086763,0.0,0.0,0.0,-178.7928734883303,-50.025643744302684,5303.720844743049,3086.032646969533,790.3270113026367,200.0,1168.95076341958,8691.087996654514,170254.31688866072,5534.922574565625,8591.53125721392,260.6199975662616,2873.4485158020107,173.68513120700612,10455.410409149747,2268.566626317162,67.00221054505512,15.704306345084344,35.411798286290086,15.163001934762294,37.470151321869764,36.79340356615009,6.9609690794761185,56.37393343791352,75.40273373664873,0.936675469611064,483.3257056523776,801.1071272730325,2281.8217210550188,717.7595116485136,573.6120965207471,1063.8969556007175,538.3215103489586,1727.1928992003407,1656.1100274798855,1112.2735855831932,1092.9567904036523,1842.4951637355755,0.0,0.0,0.0,275.39927527074906,19342.29291988334,42193.17207814581,10910.830702268913,9049.193830503189,2228.4449079733467,3295.7273074070777,3295.731316279069,5426.932076725841,8196.334788928001,4160.032191794186,7100.4683524716775,6532.450051476349,1658.0320459526781,560.8455657586097,2849.0936919203627
19866.695401010133,0.0,11861.830489922453,3692.8292335347733,10092.399702827983,3858.5158588213035,1628.271363332359,3685.5962827011217,8486.55965424729,6904.066160419963,2627.59848318721,24929.633834872875,7400.878836851555,-1718.4978626178472,5908.231137704804,7787.260372301307,1424.3181248509106,0.0,8552.78546973202,1221.1767843864143,111.94514251771005,-5.677109635657364,0.0,230.702018946596,0.0,1194.4299251580633,1167.565283578801,0.0,-418.01822360715994,6954.324926062499,721.579069796284,4170.116817487042,0.0,809.8312619590913,0.0,23.132289865372325,0.0,0.0,0.0,-1189.088204618534,283.06652554172905,7785.633979930208,5526.203028414214,1354.588351998334,200.00000264182623,1826.5091297690446,10151.698299473142,234326.87316191924,7063.1934440036075,9601.737920159669,635.8450252191687,4407.39099049105,894.0117360515977,17874.027467389482,4749.76458484994,55.91314498566808,17.18689983268363,41.004387634261654,18.226086588939715,29.28836295637008,35.84383443402131,6.972507619318862,37.940297353455925,115.38509084120167,-9.701530332459031,467.24368108371806,1483.9611571366852,2566.306794601195,1078.4814929223394,815.1272689138968,1176.856056078476,501.76812248716294,1683.7722999519963,1716.7388651873507,1574.3644398410074,1702.9615478548112,3575.5609045668807,0.0,0.0,0.0,329.88096867787533,20367.73244429499,37157.824101417405,19914.277166149557,9520.796969904417,2372.2027227095195,5893.563677355814,5893.580682770796,8291.317220346034,13882.85403461675,8136.537555902161,12638.344070085133,9221.214812160915,2920.64044890744,1626.693755852175,3257.1910951100467
16896.918753527218,0.0,9295.78631548878,3391.343036828537,6965.908986999116,3110.9232453551176,1635.316274636643,2599.8951285254802,5242.156240973573,2048.973661938465,1696.6136254853845,11222.388804485638,4972.061151264136,225.1306735211356,4375.705410127234,330.6174002966719,791.4517374902811,0.0,7435.168835970241,1315.6336846747795,156.07425375834077,1598.2766222705516,0.0,294.26712638189474,0.0,497.21699717041196,493.1582521028487,0.0,-308.18554280135027,2637.5801414841185,450.16591648672625,3243.9096647205142,0.0,-18.13333533668499,0.0,165.09051190478152,0.0,0.0,0.0,2677.0124159871466,1137.9341033229882,5420.026011058872,7225.7683059764895,315.8391598534987,200.0000016382417,1059.2401487614047,6965.446190595442,159967.16711778662,5515.709467693535,7842.26640813302,576.1075487225291,2695.617690500696,578.8347191492846,8509.716644672204,2034.2744552015492,42.17144331624577,16.87172297236828,84.97893547589364,14.726069005673947,56.62237614856894,37.5283032448806,6.984558445226313,31.423612597247697,73.51569377391043,7.2118559846807395,510.9246206474982,835.3147838273369,2176.937958831074,774.1891372141303,629.3257744186187,1060.2150293124005,452.39837763090304,1945.9866441442657,1872.2208154400753,1085.1094093400825,1042.1505325504272,1813.2997546805773,0.0,0.0,0.0,271.2913605557083,15061.499007180466,28230.364470285702,9020.34859228232,7819.909204390077,1191.845171556745,2452.6775586069257,2452.6720048241427,3625.6028194601386,5703.854759403311,3013.349009706103,6798.975573690845,5983.6880267787865,1724.2799732594137,483.5134413454972,2228.65485030712
19944.65289278036,0.0,11386.877691254542,3943.463580074753,10074.976392390452,4181.269333708025,1867.135412323738,3364.648476948318,10407.824682908358,251.1366194653303,2374.6435702568556,24117.093760068674,9511.295741570077,349.85692865315315,5104.834962260928,8692.121587916827,1324.5785596735732,0.0,9415.412691437261,1248.1500097374992,371.3440431711978,-47.12546519376657,0.0,12.319127404758857,0.0,465.75473337352935,456.8458428646055,0.0,-344.08799343747614,6607.592053594663,638.0699715084669,4083.4086713713773,0.0,747.7718109744261,0.0,16.811604774280845,0.0,0.0,0.0,238.92220157408278,11604.762029678905,6376.756698518535,-4407.307508462554,535.7361917652075,200.0,1418.8327437402938,10071.00412339913,225684.37544219632,6629.100383506228,10881.740444699892,894.4357364358392,7403.474255433784,695.5640938635931,15595.541969188957,4251.055284200384,106.47036831999195,20.134036843309154,46.92668140943179,15.43214648996748,64.80961399204197,48.53737740839064,6.949153585183337,26.88952868716909,110.81899333007162,0.7658749007343438,594.2052997243225,1519.5937733195128,3570.5017874972355,948.6048145691666,818.5622436142583,1839.2960740517372,674.8139421568751,2592.959804844368,2586.866691986828,1661.2872588962916,1772.0106298239891,3531.2553657068793,0.0,0.0,0.0,362.2918438410623,18687.170282254476,29190.53518911298,13407.728055947846,11490.577358062612,2075.9483976321408,3128.592870845402,3128.5865199325917,4914.8159735191575,7816.148378590409,3712.780821114592,5805.655166206669,4658.436641829203,1041.1166258865192,252.7354139337355,1297.1717252140973
20092.439121157346,0.0,11504.969410593045,3673.965188967447,8790.403363974108,2696.507535043221,1516.914977047267,2725.855478946623,6300.811457862454,3966.603315770377,2016.9712921075798,16031.622202233208,5433.252544999651,224.4615551377888,4430.729026711538,8002.152835162962,1068.2893281611164,0.0,8452.431166221913,1332.3113541022162,97.25771719338738,72.9552683589999,0.0,278.056553472531,0.0,374.1387278760549,375.51666780348637,0.0,31.65843962062806,4303.790581976425,608.7390481956684,3540.6131394230433,0.0,587.2135826638819,0.0,201.335908559729,0.0,0.0,0.0,230.07741621726962,-1050.3858055317066,5706.27440800541,5942.315494443268,637.8451823770653,200.0,1070.8184973818106,8832.160617830476,181799.7421430189,5549.110436119064,8343.601673895231,539.6289287878745,3358.91802193752,564.7013889241398,10319.819784067364,3464.3489154842255,64.35163627090154,20.735395712243253,65.25996829873162,17.02391398554166,5.631365352446788,37.87599587396389,9.694272587667239,27.88277686943517,85.07750699735534,0.6581514039065154,621.2171616384153,1087.7522328826083,2562.3496941790527,1470.620756450501,808.117460054547,1211.5307106196578,633.5498725575642,1941.3981169705835,1744.3047718840057,1427.8399179877465,1431.5702362387756,2343.905440975229,0.0,0.0,0.0,424.9929119287327,14700.708313421652,25613.70293408367,8986.822212970119,7850.516601229143,1411.7925814131333,2477.775964264089,2477.7670316940885,3948.431517874094,6071.546948625072,3816.4065435262437,6939.810464602598,6290.483058078654,1849.1445491474824,425.7453087846759,2124.0273771130487
